#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2022 02 19 13 40 321  4.7  6.8  1.56  8.33  6.23 103 1019.5 999.0  12.5 999.0 99.0 99.00 
2022 02 19 13 50 326  4.4  6.2 99.00 99.00 99.00 999 1019.3 999.0  12.6 999.0 99.0 99.00 
2022 02 19 14 00 316  4.2  5.8 99.00 99.00 99.00 999 1019.2 999.0  12.6 999.0 99.0 99.00 
2022 02 19 14 10 318  4.2  6.4 99.00 99.00 99.00 999 1019.3 999.0  12.6 999.0 99.0 99.00 
2022 02 19 14 20 327  4.5  6.4 99.00 99.00 99.00 999 1019.4 999.0  12.7 999.0 99.0 99.00 
2022 02 19 14 30 319  5.1  7.1 99.00 99.00 99.00 999 1019.4 999.0  12.7 999.0 99.0 99.00 
2022 02 19 14 40 317  5.3  7.7  1.63  9.09  6.17 103 1019.6 999.0  12.7 999.0 99.0 99.00 
2022 02 19 14 50 314  5.3  7.1 99.00 99.00 99.00 999 1019.5 999.0  12.8 999.0 99.0 99.00 
2022 02 19 15 00 313  5.0  7.4 99.00 99.00 99.00 999 1019.4 999.0  12.7 999.0 99.0 99.00 
2022 02 19 15 10 312  4.8  6.3 99.00 99.00 99.00 999 1019.3 999.0  12.7 999.0 99.0 99.00 
2022 02 19 15 20 306  5.1  7.0 99.00 99.00 99.00 999 1019.4 999.0  12.7 999.0 99.0 99.00 
2022 02 19 15 30 310  5.5  7.6 99.00 99.00 99.00 999 1019.4 999.0  12.6 999.0 99.0 99.00 
2022 02 19 15 40 303  4.9  6.7  1.51  9.09  5.90 106 1019.2 999.0  12.5 999.0 99.0 99.00 
2022 02 19 15 50 298  4.8  6.3 99.00 99.00 99.00 999 1019.3 999.0  12.6 999.0 99.0 99.00 
2022 02 19 16 00 292  5.1  7.2 99.00 99.00 99.00 999 1019.2 999.0  12.5 999.0 99.0 99.00 
2022 02 19 16 10 290  4.9  6.9 99.00 99.00 99.00 999 1019.0 999.0  12.4 999.0 99.0 99.00 
2022 02 19 16 20 290  4.6  6.5 99.00 99.00 99.00 999 1019.0 999.0  12.4 999.0 99.0 99.00 
2022 02 19 16 30 290  4.8  6.9 99.00 99.00 99.00 999 1019.0 999.0  12.3 999.0 99.0 99.00 
2022 02 19 16 40 279  4.8  6.3  1.53 10.00  6.11 107 1018.7 999.0  12.3 999.0 99.0 99.00 
2022 02 19 16 50 280  4.7  6.7 99.00 99.00 99.00 999 1018.6 999.0  12.3 999.0 99.0 99.00 
2022 02 19 17 00 265  4.8  6.8 99.00 99.00 99.00 999 1018.3 999.0  12.3 999.0 99.0 99.00 
2022 02 19 17 10 265  4.9  6.3 99.00 99.00 99.00 999 1018.0 999.0  12.3 999.0 99.0 99.00 
2022 02 19 17 20 264  5.0  6.6 99.00 99.00 99.00 999 1017.9 999.0  12.2 999.0 99.0 99.00 
2022 02 19 17 30 264  5.0  6.4 99.00 99.00 99.00 999 1017.5 999.0  12.1 999.0 99.0 99.00 
2022 02 19 17 40 251  5.0  6.6  1.37  9.09  5.74 112 1017.3 999.0  12.0 999.0 99.0 99.00 
2022 02 19 17 50 251  5.9  7.9 99.00 99.00 99.00 999 1017.3 999.0  12.0 999.0 99.0 99.00 
2022 02 19 18 00 252  6.3  7.9 99.00 99.00 99.00 999 1017.0 999.0  11.9 999.0 99.0 99.00 
2022 02 19 18 10 253  7.0  9.4 99.00 99.00 99.00 999 1017.0 999.0  11.9 999.0 99.0 99.00 
2022 02 19 18 20 253  7.7  9.8 99.00 99.00 99.00 999 1016.8 999.0  11.9 999.0 99.0 99.00 
2022 02 19 18 30 250  7.6  9.5 99.00 99.00 99.00 999 1016.4 999.0  11.9 999.0 99.0 99.00 
2022 02 19 18 40 243  7.6  9.7  1.37  9.09  5.33 105 1016.0 999.0  11.9 999.0 99.0 99.00 
2022 02 19 18 50 232  7.9 10.2 99.00 99.00 99.00 999 1015.7 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 00 240  8.5 10.5 99.00 99.00 99.00 999 1015.6 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 10 230  8.4 10.8 99.00 99.00 99.00 999 1015.3 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 20 231  8.7 10.6 99.00 99.00 99.00 999 1015.1 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 30 232  8.9 11.1 99.00 99.00 99.00 999 1015.0 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 40 230  9.0 12.6  1.30 10.00  4.81 105 1014.6 999.0  11.9 999.0 99.0 99.00 
2022 02 19 19 50 224  8.7 10.2 99.00 99.00 99.00 999 1014.2 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 00 223  8.7 10.7 99.00 99.00 99.00 999 1014.1 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 10 225  9.1 11.6 99.00 99.00 99.00 999 1014.0 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 20 227  9.2 11.5 99.00 99.00 99.00 999 1014.3 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 30 231  9.6 11.8 99.00 99.00 99.00 999 1014.4 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 40 236  9.9 12.5  1.33  9.09  4.42 109 1014.5 999.0  11.8 999.0 99.0 99.00 
2022 02 19 20 50 235 10.2 12.1 99.00 99.00 99.00 999 1014.6 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 00 240 10.4 13.3 99.00 99.00 99.00 999 1014.7 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 10 239 10.5 13.3 99.00 99.00 99.00 999 1014.8 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 20 241 10.5 12.7 99.00 99.00 99.00 999 1015.0 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 30 244 10.4 13.5 99.00 99.00 99.00 999 1015.1 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 40 243 10.2 12.7  1.50 10.00  4.46 126 1015.2 999.0  11.8 999.0 99.0 99.00 
2022 02 19 21 50 245 10.6 13.2 99.00 99.00 99.00 999 1015.3 999.0  11.8 999.0 99.0 99.00 
2022 02 19 22 00 247 10.4 13.6 99.00 99.00 99.00 999 1015.4 999.0  11.8 999.0 99.0 99.00 
2022 02 19 22 10 248  9.6 12.8 99.00 99.00 99.00 999 1015.7 999.0  11.9 999.0 99.0 99.00 
2022 02 19 22 20 257  9.4 12.0 99.00 99.00 99.00 999 1015.9 999.0  11.9 999.0 99.0 99.00 
2022 02 19 22 30 266  9.0 11.5 99.00 99.00 99.00 999 1016.2 999.0  11.9 999.0 99.0 99.00 
2022 02 19 22 40 266  7.9  9.6  1.60  4.76  4.65 234 1016.4 999.0  11.9 999.0 99.0 99.00 
2022 02 19 22 50 273  8.0 10.4 99.00 99.00 99.00 999 1016.6 999.0  11.9 999.0 99.0 99.00 
2022 02 19 23 00 280  7.9 10.3 99.00 99.00 99.00 999 1016.9 999.0  11.9 999.0 99.0 99.00 
2022 02 19 23 10 286  8.0 10.1 99.00 99.00 99.00 999 1017.2 999.0  11.9 999.0 99.0 99.00 
2022 02 19 23 20 290  8.3 11.1 99.00 99.00 99.00 999 1017.4 999.0  11.9 999.0 99.0 99.00 
2022 02 19 23 30 299 10.3 14.8 99.00 99.00 99.00 999 1018.0 999.0  12.0 999.0 99.0 99.00 
2022 02 19 23 40 334 13.2 16.8  1.34  5.00  4.29 233 1018.6 999.0  12.0 999.0 99.0 99.00 
2022 02 19 23 50 342 13.6 17.5 99.00 99.00 99.00 999 1019.0 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 00 342 14.3 18.0 99.00 99.00 99.00 999 1019.5 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 10 344 13.4 16.9 99.00 99.00 99.00 999 1020.0 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 20 344 13.7 17.0 99.00 99.00 99.00 999 1020.5 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 30 347 13.0 16.8 99.00 99.00 99.00 999 1020.9 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 40 345 13.0 17.1 99.00 99.00 99.00 999 1021.1 999.0  12.0 999.0 99.0 99.00 
2022 02 20 00 50 350 13.9 17.2 99.00 99.00 99.00 999 1021.3 999.0  12.0 999.0 99.0 99.00 
2022 02 20 01 00 349 14.1 17.6 99.00 99.00 99.00 999 1021.7 999.0  12.0 999.0 99.0 99.00 
2022 02 20 01 10 347 13.6 17.1 99.00 99.00 99.00 999 1022.0 999.0  12.1 999.0 99.0 99.00 
2022 02 20 01 20 350 13.6 17.8 99.00 99.00 99.00 999 1022.2 999.0  12.1 999.0 99.0 99.00 
2022 02 20 01 30 347 13.7 17.8 99.00 99.00 99.00 999 1022.6 999.0  12.1 999.0 99.0 99.00 
2022 02 20 01 40 347 14.1 17.9  2.19  5.56  4.93 332 1022.8 999.0  12.2 999.0 99.0 99.00 
2022 02 20 01 50 346 13.9 17.7 99.00 99.00 99.00 999 1023.2 999.0  12.2 999.0 99.0 99.00 
2022 02 20 02 00 345 14.5 19.6 99.00 99.00 99.00 999 1023.6 999.0  12.2 999.0 99.0 99.00 
2022 02 20 02 10 340 14.7 19.5 99.00 99.00 99.00 999 1024.0 999.0  12.2 999.0 99.0 99.00 
2022 02 20 02 20 339 14.8 18.5 99.00 99.00 99.00 999 1024.3 999.0  12.3 999.0 99.0 99.00 
2022 02 20 02 30 337 14.6 19.0 99.00 99.00 99.00 999 1024.4 999.0  12.3 999.0 99.0 99.00 
2022 02 20 02 40 338 15.1 19.5 99.00 99.00 99.00 999 1024.5 999.0  12.3 999.0 99.0 99.00 
2022 02 20 02 50 336 15.7 19.8 99.00 99.00 99.00 999 1025.0 999.0  12.3 999.0 99.0 99.00 
2022 02 20 03 00 341 15.5 19.6 99.00 99.00 99.00 999 1025.1 999.0  12.3 999.0 99.0 99.00 
2022 02 20 03 10 342 15.6 19.4 99.00 99.00 99.00 999 1025.4 999.0  12.4 999.0 99.0 99.00 
2022 02 20 03 20 341 15.8 21.5 99.00 99.00 99.00 999 1025.7 999.0  12.4 999.0 99.0 99.00 
2022 02 20 03 30 342 16.0 20.1 99.00 99.00 99.00 999 1025.9 999.0  12.4 999.0 99.0 99.00 
2022 02 20 03 40 343 15.6 19.8  3.64  7.69  6.39 336 1026.2 999.0  12.4 999.0 99.0 99.00 
2022 02 20 03 50 342 15.0 20.0 99.00 99.00 99.00 999 1026.8 999.0  12.4 999.0 99.0 99.00 
2022 02 20 04 00 345 14.7 19.0 99.00 99.00 99.00 999 1027.3 999.0  12.4 999.0 99.0 99.00 
2022 02 20 04 10 345 14.6 19.4 99.00 99.00 99.00 999 1027.6 999.0  12.4 999.0 99.0 99.00 
2022 02 20 04 20 338 13.5 17.5 99.00 99.00 99.00 999 1027.6 999.0  12.3 999.0 99.0 99.00 
2022 02 20 04 30 343 13.1 16.7 99.00 99.00 99.00 999 1027.7 999.0  12.3 999.0 99.0 99.00 
2022 02 20 04 40 346 13.4 17.5  3.98  8.33  6.53 350 1027.9 999.0  12.3 999.0 99.0 99.00 
2022 02 20 04 50 344 13.0 17.5 99.00 99.00 99.00 999 1028.1 999.0  12.3 999.0 99.0 99.00 
2022 02 20 05 00 344 13.1 16.8 99.00 99.00 99.00 999 1028.3 999.0  12.3 999.0 99.0 99.00 
2022 02 20 05 10 339 12.9 16.6 99.00 99.00 99.00 999 1028.3 999.0  12.3 999.0 99.0 99.00 
2022 02 20 05 20 340 12.1 16.0 99.00 99.00 99.00 999 1028.7 999.0  12.3 999.0 99.0 99.00 
2022 02 20 05 30 347 12.9 16.9 99.00 99.00 99.00 999 1028.5 999.0  12.3 999.0 99.0 99.00 
2022 02 20 05 40 343 11.9 15.7  3.58  8.33  6.33 345 1028.7 999.0  12.2 999.0 99.0 99.00 
2022 02 20 05 50 342 11.6 15.0 99.00 99.00 99.00 999 1028.6 999.0  12.2 999.0 99.0 99.00 
2022 02 20 06 00 343 11.7 14.9 99.00 99.00 99.00 999 1028.6 999.0  12.2 999.0 99.0 99.00 
2022 02 20 06 10 348 11.3 14.5 99.00 99.00 99.00 999 1029.0 999.0  12.2 999.0 99.0 99.00 
2022 02 20 06 20 346 12.0 16.4 99.00 99.00 99.00 999 1028.9 999.0  12.2 999.0 99.0 99.00 
2022 02 20 06 30 353 10.9 14.8 99.00 99.00 99.00 999 1029.4 999.0  12.1 999.0 99.0 99.00 
2022 02 20 06 40 346 10.8 14.6  2.79  7.69  5.62 351 1029.3 999.0  12.1 999.0 99.0 99.00 
2022 02 20 06 50 349 10.8 14.5 99.00 99.00 99.00 999 1029.6 999.0  12.1 999.0 99.0 99.00 
2022 02 20 07 00 347 10.8 13.6 99.00 99.00 99.00 999 1029.4 999.0  12.0 999.0 99.0 99.00 
2022 02 20 07 10 353 10.5 14.2 99.00 99.00 99.00 999 1029.5 999.0  12.0 999.0 99.0 99.00 
2022 02 20 07 20 348 10.7 13.6 99.00 99.00 99.00 999 1029.4 999.0  12.0 999.0 99.0 99.00 
2022 02 20 07 30 349 10.2 13.2 99.00 99.00 99.00 999 1029.6 999.0  12.0 999.0 99.0 99.00 
2022 02 20 07 40 347 10.4 13.8 99.00 99.00 99.00 999 1029.7 999.0  12.0 999.0 99.0 99.00 
2022 02 20 07 50 344 10.1 13.3 99.00 99.00 99.00 999 1029.8 999.0  12.0 999.0 99.0 99.00 
2022 02 20 08 00 350  9.6 13.4 99.00 99.00 99.00 999 1029.7 999.0  12.0 999.0 99.0 99.00 
2022 02 20 08 10 348  9.7 13.5 99.00 99.00 99.00 999 1029.7 999.0  12.0 999.0 99.0 99.00 
2022 02 20 08 20 353  9.6 13.1 99.00 99.00 99.00 999 1029.7 999.0  11.9 999.0 99.0 99.00 
2022 02 20 08 30 350  9.2 12.6 99.00 99.00 99.00 999 1029.8 999.0  11.9 999.0 99.0 99.00 
2022 02 20 08 40 357  9.0 12.7  2.49  9.09  5.52  24 1029.9 999.0  11.9 999.0 99.0 99.00 
2022 02 20 08 50 356  9.3 12.8 99.00 99.00 99.00 999 1029.8 999.0  11.9 999.0 99.0 99.00 
2022 02 20 09 00 356  9.2 12.9 99.00 99.00 99.00 999 1029.9 999.0  11.8 999.0 99.0 99.00 
2022 02 20 09 10 348  9.5 12.7 99.00 99.00 99.00 999 1029.8 999.0  11.8 999.0 99.0 99.00 
2022 02 20 09 20 357  9.0 12.2 99.00 99.00 99.00 999 1029.7 999.0  11.8 999.0 99.0 99.00 
2022 02 20 09 30 356  8.6 11.6 99.00 99.00 99.00 999 1030.0 999.0  11.7 999.0 99.0 99.00 
2022 02 20 09 40 353  8.9 11.3  2.48  6.67  5.61 355 1030.3 999.0  11.6 999.0 99.0 99.00 
2022 02 20 09 50 355  8.5 11.2 99.00 99.00 99.00 999 1030.4 999.0  11.6 999.0 99.0 99.00 
2022 02 20 10 00 356  8.7 11.6 99.00 99.00 99.00 999 1030.6 999.0  11.6 999.0 99.0 99.00 
2022 02 20 10 10 357  8.0 10.8 99.00 99.00 99.00 999 1030.8 999.0  11.7 999.0 99.0 99.00 
2022 02 20 10 20 353  8.1 10.6 99.00 99.00 99.00 999 1031.1 999.0  11.7 999.0 99.0 99.00 
2022 02 20 10 30 351  7.4 10.3 99.00 99.00 99.00 999 1031.1 999.0  11.6 999.0 99.0 99.00 
2022 02 20 10 40 355  7.4 10.7  2.25  8.33  5.56   4 1031.0 999.0  11.8 999.0 99.0 99.00 
2022 02 20 10 50 356  7.9 10.7 99.00 99.00 99.00 999 1030.9 999.0  11.7 999.0 99.0 99.00 
2022 02 20 11 00 359  8.3 11.8 99.00 99.00 99.00 999 1030.9 999.0  11.7 999.0 99.0 99.00 
2022 02 20 11 10 358  8.6 11.2 99.00 99.00 99.00 999 1031.1 999.0  11.8 999.0 99.0 99.00 
2022 02 20 11 20 358  8.5 11.2 99.00 99.00 99.00 999 1031.2 999.0  11.8 999.0 99.0 99.00 
2022 02 20 11 30 359  8.5 12.0 99.00 99.00 99.00 999 1031.3 999.0  11.9 999.0 99.0 99.00 
2022 02 20 11 40   2  8.0 10.8  1.95  7.14  5.12   3 1031.5 999.0  11.9 999.0 99.0 99.00 
2022 02 20 11 50 360  7.8 10.3 99.00 99.00 99.00 999 1031.7 999.0  11.9 999.0 99.0 99.00 
2022 02 20 12 00   2  7.8 10.8 99.00 99.00 99.00 999 1031.6 999.0  11.8 999.0 99.0 99.00 
2022 02 20 12 10   8  7.2 10.3 99.00 99.00 99.00 999 1031.9 999.0  11.9 999.0 99.0 99.00 
2022 02 20 12 20   9  6.8  9.7 99.00 99.00 99.00 999 1031.8 999.0  11.9 999.0 99.0 99.00 
2022 02 20 12 30   2  7.2 10.6 99.00 99.00 99.00 999 1031.9 999.0  11.9 999.0 99.0 99.00 
2022 02 20 12 40  16  7.4 10.1  1.87  7.69  5.24  11 1032.0 999.0  11.9 999.0 99.0 99.00 
2022 02 20 12 50  23  7.5 10.1 99.00 99.00 99.00 999 1032.2 999.0  12.3 999.0 99.0 99.00 
2022 02 20 13 00  11  6.5  9.0 99.00 99.00 99.00 999 1032.4 999.0  12.5 999.0 99.0 99.00 
2022 02 20 13 10  17  6.8 10.3 99.00 99.00 99.00 999 1032.4 999.0  12.4 999.0 99.0 99.00 
2022 02 20 13 20  20  6.4  8.7 99.00 99.00 99.00 999 1032.5 999.0  12.4 999.0 99.0 99.00 
2022 02 20 13 30  12  6.4 10.1 99.00 99.00 99.00 999 1032.7 999.0  12.4 999.0 99.0 99.00 
2022 02 20 13 40  22  6.1  9.4  1.87  6.67  5.33   7 1032.9 999.0  12.5 999.0 99.0 99.00 
2022 02 20 13 50  11  6.6  9.2 99.00 99.00 99.00 999 1033.1 999.0  12.5 999.0 99.0 99.00 
2022 02 20 14 00  20  5.8  8.5 99.00 99.00 99.00 999 1033.1 999.0  12.5 999.0 99.0 99.00 
2022 02 20 14 10  20  5.7  8.5 99.00 99.00 99.00 999 1032.9 999.0  12.5 999.0 99.0 99.00 
2022 02 20 14 20  16  5.8  8.3 99.00 99.00 99.00 999 1033.0 999.0  12.6 999.0 99.0 99.00 
2022 02 20 14 30  23  5.1  7.4 99.00 99.00 99.00 999 1033.0 999.0  12.5 999.0 99.0 99.00 
2022 02 20 14 40  20  5.1  7.2  1.72  7.14  5.41   8 1033.1 999.0  13.0 999.0 99.0 99.00 
2022 02 20 14 50  19  5.4  7.5 99.00 99.00 99.00 999 1033.2 999.0  13.0 999.0 99.0 99.00 
2022 02 20 15 00  25  5.3  7.7 99.00 99.00 99.00 999 1033.3 999.0  13.1 999.0 99.0 99.00 
2022 02 20 15 10  27  4.9  8.3 99.00 99.00 99.00 999 1033.2 999.0  13.0 999.0 99.0 99.00 
2022 02 20 15 20  32  4.2  6.9 99.00 99.00 99.00 999 1033.3 999.0  13.1 999.0 99.0 99.00 
2022 02 20 15 30  22  4.0  6.2 99.00 99.00 99.00 999 1033.3 999.0  13.1 999.0 99.0 99.00 
2022 02 20 15 40  32  4.4  7.3  1.72  7.14  5.52  13 1033.3 999.0  13.1 999.0 99.0 99.00 
2022 02 20 15 50  27  4.3  7.0 99.00 99.00 99.00 999 1033.2 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 00  21  4.2  6.6 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 10  19  3.3  5.8 99.00 99.00 99.00 999 1033.3 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 20  21  3.6  6.1 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 30 358  2.5  4.8 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 40   4  3.1  5.3 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 16 50  21  3.0  5.5 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 17 00  11  2.2  3.9 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 17 10 360  2.3  4.6 99.00 99.00 99.00 999 1033.4 999.0  13.1 999.0 99.0 99.00 
2022 02 20 17 20  10  2.1  3.7 99.00 99.00 99.00 999 1033.3 999.0  13.0 999.0 99.0 99.00 
2022 02 20 17 30   1  1.3  3.1 99.00 99.00 99.00 999 1033.2 999.0  13.0 999.0 99.0 99.00 
2022 02 20 17 40 346  1.6  3.5  1.44  8.33  5.46  30 1033.1 999.0  13.0 999.0 99.0 99.00 
2022 02 20 17 50 343  1.5  3.0 99.00 99.00 99.00 999 1033.0 999.0  12.9 999.0 99.0 99.00 
2022 02 20 18 00 332  2.4  4.6 99.00 99.00 99.00 999 1032.8 999.0  12.9 999.0 99.0 99.00 
2022 02 20 18 10  23  1.8  3.2 99.00 99.00 99.00 999 1032.8 999.0  12.9 999.0 99.0 99.00 
2022 02 20 18 20   6  1.9  3.7 99.00 99.00 99.00 999 1032.7 999.0  12.8 999.0 99.0 99.00 
2022 02 20 18 30 325  1.5  3.5 99.00 99.00 99.00 999 1032.7 999.0  12.8 999.0 99.0 99.00 
2022 02 20 18 40 348  2.0  4.5  1.58  8.33  5.55  28 1032.7 999.0 999.0 999.0 99.0 99.00 
2022 02 20 18 50 355  3.1  5.4 99.00 99.00 99.00 999 1032.4 999.0  12.8 999.0 99.0 99.00 
2022 02 20 19 00 335  3.4  4.7 99.00 99.00 99.00 999 1032.4 999.0  12.7 999.0 99.0 99.00 
2022 02 20 19 10 351  3.4  4.9 99.00 99.00 99.00 999 1032.3 999.0  12.7 999.0 99.0 99.00 
2022 02 20 19 20 349  3.5  5.1 99.00 99.00 99.00 999 1032.3 999.0  12.7 999.0 99.0 99.00 
2022 02 20 19 30 346  2.9  5.2 99.00 99.00 99.00 999 1032.2 999.0  12.9 999.0 99.0 99.00 
2022 02 20 19 40 357  3.2  4.7  1.40  7.69  5.58  17 1031.9 999.0  13.1 999.0 99.0 99.00 
2022 02 20 19 50   7  3.6  5.5 99.00 99.00 99.00 999 1031.8 999.0  13.2 999.0 99.0 99.00 
2022 02 20 20 00   3  3.1  4.8 99.00 99.00 99.00 999 1031.7 999.0  13.2 999.0 99.0 99.00 
2022 02 20 20 10   9  3.0  4.5 99.00 99.00 99.00 999 1031.7 999.0  13.3 999.0 99.0 99.00 
2022 02 20 20 20  15  2.9  4.5 99.00 99.00 99.00 999 1031.7 999.0  13.2 999.0 99.0 99.00 
2022 02 20 20 30  14  3.2  4.5 99.00 99.00 99.00 999 1031.5 999.0  13.2 999.0 99.0 99.00 
2022 02 20 20 40  19  3.0  4.6  1.31  7.69  5.59  22 1031.6 999.0  13.2 999.0 99.0 99.00 
2022 02 20 20 50  32  2.6  5.6 99.00 99.00 99.00 999 1031.3 999.0  13.2 999.0 99.0 99.00 
2022 02 20 21 00  26  2.3  4.8 99.00 99.00 99.00 999 1031.3 999.0  13.2 999.0 99.0 99.00 
2022 02 20 21 10  46  2.2  4.3 99.00 99.00 99.00 999 1031.2 999.0  13.3 999.0 99.0 99.00 
2022 02 20 21 20  26  2.0  3.5 99.00 99.00 99.00 999 1031.1 999.0  13.2 999.0 99.0 99.00 
2022 02 20 21 30  36  2.3  3.5 99.00 99.00 99.00 999 1031.0 999.0  13.1 999.0 99.0 99.00 
2022 02 20 21 40  54  2.2  4.2  1.29  6.67  5.55  24 1031.1 999.0  13.1 999.0 99.0 99.00 
2022 02 20 21 50  32  2.4  4.2 99.00 99.00 99.00 999 1031.0 999.0  13.0 999.0 99.0 99.00 
2022 02 20 22 00  48  1.6  3.3 99.00 99.00 99.00 999 1031.1 999.0  13.0 999.0 99.0 99.00 
2022 02 20 22 10  52  1.2  2.8 99.00 99.00 99.00 999 1031.0 999.0  13.0 999.0 99.0 99.00 
2022 02 20 22 20  60  1.0  3.4 99.00 99.00 99.00 999 1030.8 999.0  13.1 999.0 99.0 99.00 
2022 02 20 22 30  77  1.6  3.3 99.00 99.00 99.00 999 1030.8 999.0 999.0 999.0 99.0 99.00 
2022 02 20 22 40  87  1.4  2.5  1.09  7.14  5.56  12 1030.8 999.0  13.1 999.0 99.0 99.00 
2022 02 20 22 50  81  1.9  3.3 99.00 99.00 99.00 999 1030.7 999.0  13.1 999.0 99.0 99.00 
2022 02 20 23 00 103  1.7  3.4 99.00 99.00 99.00 999 1030.7 999.0  13.1 999.0 99.0 99.00 
2022 02 20 23 10 122  2.4  4.4 99.00 99.00 99.00 999 1030.7 999.0  13.1 999.0 99.0 99.00 
2022 02 20 23 20 124  2.4  3.9 99.00 99.00 99.00 999 1030.8 999.0  13.2 999.0 99.0 99.00 
2022 02 20 23 30 127  2.5  4.3 99.00 99.00 99.00 999 1030.8 999.0  13.1 999.0 99.0 99.00 
2022 02 20 23 40 127  3.2  4.4  1.12  6.25  5.70  16 1030.6 999.0  13.2 999.0 99.0 99.00 
2022 02 20 23 50 118  3.1  4.5 99.00 99.00 99.00 999 1030.6 999.0  13.2 999.0 99.0 99.00 
2022 02 21 00 00 124  3.4  4.8 99.00 99.00 99.00 999 1030.5 999.0  13.2 999.0 99.0 99.00 
2022 02 21 00 10 126  3.4  4.9 99.00 99.00 99.00 999 1030.4 999.0  13.2 999.0 99.0 99.00 
2022 02 21 00 20 126  3.5  4.6 99.00 99.00 99.00 999 1030.3 999.0  13.3 999.0 99.0 99.00 
2022 02 21 00 30 118  3.3  4.8 99.00 99.00 99.00 999 1030.3 999.0  13.3 999.0 99.0 99.00 
2022 02 21 00 40 124  3.0  4.1  0.98  8.33  5.66  76 1030.2 999.0  13.3 999.0 99.0 99.00 
2022 02 21 00 50 130  3.0  4.2 99.00 99.00 99.00 999 1030.1 999.0  13.2 999.0 99.0 99.00 
2022 02 21 01 00 133  2.8  4.0 99.00 99.00 99.00 999 1030.1 999.0  13.3 999.0 99.0 99.00 
2022 02 21 01 10 151  2.6  4.2 99.00 99.00 99.00 999 1030.1 999.0  13.3 999.0 99.0 99.00 
2022 02 21 01 20 158  2.8  4.3 99.00 99.00 99.00 999 1029.9 999.0  13.3 999.0 99.0 99.00 
2022 02 21 01 30 155  3.3  5.1 99.00 99.00 99.00 999 1029.8 999.0  13.3 999.0 99.0 99.00 
2022 02 21 01 40 156  3.2  4.6  0.99  6.67  5.77   7 1029.7 999.0  13.3 999.0 99.0 99.00 
2022 02 21 01 50 155  2.7  3.7 99.00 99.00 99.00 999 1029.7 999.0  13.2 999.0 99.0 99.00 
2022 02 21 02 00 170  3.1  4.5 99.00 99.00 99.00 999 1029.7 999.0  13.2 999.0 99.0 99.00 
2022 02 21 02 10 171  3.1  4.3 99.00 99.00 99.00 999 1029.7 999.0  13.1 999.0 99.0 99.00 
2022 02 21 02 20 175  2.9  4.1 99.00 99.00 99.00 999 1029.7 999.0  13.0 999.0 99.0 99.00 
2022 02 21 02 30 201  2.7  3.9 99.00 99.00 99.00 999 1029.8 999.0  13.0 999.0 99.0 99.00 
2022 02 21 02 40 206  2.8  4.2  0.94  6.25  5.92  15 1029.9 999.0  13.0 999.0 99.0 99.00 
2022 02 21 02 50 210  3.3  4.5 99.00 99.00 99.00 999 1030.0 999.0  13.0 999.0 99.0 99.00 
2022 02 21 03 00 207  3.6  5.0 99.00 99.00 99.00 999 1029.9 999.0  13.0 999.0 99.0 99.00 
2022 02 21 03 10 215  3.5  4.9 99.00 99.00 99.00 999 1029.8 999.0  13.0 999.0 99.0 99.00 
2022 02 21 03 20 203  3.1  4.0 99.00 99.00 99.00 999 1029.6 999.0  13.0 999.0 99.0 99.00 
