#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 06 08 09 40 182  1.8  2.5  0.67  6.67  5.78 158 1005.9  18.4  18.5  16.9 99.0 99.00 
2023 06 08 09 50 185  1.8  2.3 99.00 99.00 99.00 999 1005.9  18.4  18.5  16.6 99.0 99.00 
2023 06 08 10 00 196  1.6  2.3 99.00 99.00 99.00 999 1005.9  18.4  18.4  16.8 99.0 99.00 
2023 06 08 10 10 207  1.3  1.8  0.68  7.69  5.87 161 1006.0  18.4  18.4  17.0 99.0 99.00 
2023 06 08 10 20 203  1.3  1.9 99.00 99.00 99.00 999 1006.1  18.4  18.4  17.0 99.0 99.00 
2023 06 08 10 30 207  1.0  1.6 99.00 99.00 99.00 999 1006.1  18.4  18.3  16.9 99.0 99.00 
2023 06 08 10 40 203  1.0  1.4  0.62  7.69  5.63 166 1006.0  18.4  18.2  16.9 99.0 99.00 
2023 06 08 10 50 212  1.0  1.4 99.00 99.00 99.00 999 1006.1  18.5  18.1  17.0 99.0 99.00 
2023 06 08 11 00 213  1.2  1.6 99.00 99.00 99.00 999 1006.3  18.5  18.1  17.0 99.0 99.00 
2023 06 08 11 10 221  1.2  1.8  0.72  7.69  5.93 165 1006.2  18.5  18.0  17.0 99.0 99.00 
2023 06 08 11 20 218  1.8  2.3 99.00 99.00 99.00 999 1006.2  18.5  18.0  17.2 99.0 99.00 
2023 06 08 11 30 213  2.3  2.8 99.00 99.00 99.00 999 1006.2  18.4  18.0  17.2 99.0 99.00 
2023 06 08 11 40 216  2.3  2.9  0.65  7.69  5.70 164 1006.0  18.4  17.9  17.1 99.0 99.00 
2023 06 08 11 50 223  1.9  2.5 99.00 99.00 99.00 999 1005.9  18.4  17.9  17.1 99.0 99.00 
2023 06 08 12 00 230  2.0  2.7 99.00 99.00 99.00 999 1006.0  18.4  17.7  17.0 99.0 99.00 
2023 06 08 12 10 229  1.6  2.5  0.62  7.14  5.60 176 1005.8  18.4  17.6  17.0 99.0 99.00 
2023 06 08 12 20 225  1.3  1.8 99.00 99.00 99.00 999 1005.7  18.5  17.3  17.1 99.0 99.00 
2023 06 08 12 30 232  1.3  1.7 99.00 99.00 99.00 999 1005.8  18.5  16.9  17.1 99.0 99.00 
2023 06 08 12 40 238  1.4  1.9  0.63  7.69  5.76 173 1005.9  18.5  16.7  17.2 99.0 99.00 
2023 06 08 12 50 234  1.8  2.0 99.00 99.00 99.00 999 1006.2  18.3  16.5  17.1 99.0 99.00 
2023 06 08 13 00 239  1.6  2.0 99.00 99.00 99.00 999 1006.3  18.3  16.5  17.1 99.0 99.00 
2023 06 08 13 10 250  1.3  1.9  0.66  7.69  5.70 173 1006.4  18.2  16.4  17.0 99.0 99.00 
2023 06 08 13 20 283  1.0  1.4 99.00 99.00 99.00 999 1006.3  18.4  16.7  17.1 99.0 99.00 
2023 06 08 13 30 307  1.0  1.4 99.00 99.00 99.00 999 1006.2  18.5  16.7  17.1 99.0 99.00 
2023 06 08 13 40 320  1.3  1.7  0.65  7.14  5.64 178 1006.1  18.3  16.6  17.1 99.0 99.00 
2023 06 08 13 50 320  1.6  2.2 99.00 99.00 99.00 999 1006.1  18.3  16.6  17.3 99.0 99.00 
2023 06 08 14 00 325  1.4  2.3 99.00 99.00 99.00 999 1006.3  18.2  16.5  17.2 99.0 99.00 
2023 06 08 14 10 325  1.0  1.5  0.70  8.33  6.02 179 1006.3  18.4  16.4  17.4 99.0 99.00 
2023 06 08 14 20 333  1.3  2.1 99.00 99.00 99.00 999 1006.2  18.4  16.8  17.4 99.0 99.00 
2023 06 08 14 30 339  2.0  2.5 99.00 99.00 99.00 999 1006.0  18.2  16.8  17.3 99.0 99.00 
2023 06 08 14 40 344  2.0  2.6  0.63  7.69  5.92 173 1006.2  18.1  16.9  17.2 99.0 99.00 
2023 06 08 14 50 344  1.7  2.3 99.00 99.00 99.00 999 1006.3  18.1  16.9  17.1 99.0 99.00 
2023 06 08 15 00 350  1.7  2.3 99.00 99.00 99.00 999 1006.3  18.0  16.8  17.0 99.0 99.00 
2023 06 08 15 10 331  1.2  1.9  0.61  7.69  5.94 182 1006.5  18.1  16.1  17.1 99.0 99.00 
2023 06 08 15 20 323  1.2  1.7 99.00 99.00 99.00 999 1006.6  18.3  16.6  17.2 99.0 99.00 
2023 06 08 15 30 314  1.1  1.4 99.00 99.00 99.00 999 1006.5  18.4  17.3  17.1 99.0 99.00 
2023 06 08 15 40 316  1.3  1.9  0.56  7.69  6.00 169 1006.5  18.5  16.6  17.0 99.0 99.00 
2023 06 08 15 50 328  1.2  1.6 99.00 99.00 99.00 999 1006.4  18.6  17.3  17.1 99.0 99.00 
2023 06 08 16 00 335  0.9  1.5 99.00 99.00 99.00 999 1006.3  18.7  17.3  17.3 99.0 99.00 
2023 06 08 16 10 313  1.2  1.6 99.00 99.00 99.00 999 1006.3  18.8  16.6  17.1 99.0 99.00 
2023 06 08 16 20 311  1.1  1.7 99.00 99.00 99.00 999 1006.3  18.7  16.7  17.0 99.0 99.00 
2023 06 08 16 30 326  0.5  0.8 99.00 99.00 99.00 999 1006.0  19.0  17.7  17.3 99.0 99.00 
2023 06 08 16 40 319  0.8  1.2  0.57  7.69  6.03 187 1005.8  19.0  17.8  17.1 99.0 99.00 
2023 06 08 16 50 277  0.9  1.3 99.00 99.00 99.00 999 1005.7  19.0  17.8  17.1 99.0 99.00 
2023 06 08 17 00 283  0.9  1.3 99.00 99.00 99.00 999 1005.7  19.0  17.5  17.1 99.0 99.00 
2023 06 08 17 10 271  1.1  1.5 99.00 99.00 99.00 999 1005.5  19.0  17.8  17.3 99.0 99.00 
2023 06 08 17 20 301  0.6  1.4 99.00 99.00 99.00 999 1005.3  19.1  18.2  17.1 99.0 99.00 
2023 06 08 17 30 359  1.2  2.0 99.00 99.00 99.00 999 1005.1  19.0  18.5  17.1 99.0 99.00 
2023 06 08 17 40 351  2.1  2.8  0.64  7.69  6.25 163 1005.0  18.8  18.1  16.9 99.0 99.00 
2023 06 08 17 50   1  2.1  3.2 99.00 99.00 99.00 999 1004.9  18.8  18.3  16.9 99.0 99.00 
2023 06 08 18 00   0  1.1  2.0 99.00 99.00 99.00 999 1005.1  18.9  18.1  16.8 99.0 99.00 
2023 06 08 18 10 333  0.8  1.3  0.59  7.69  6.03 154 1005.4  19.2  18.6  16.9 99.0 99.00 
2023 06 08 18 20 286  1.1  1.5 99.00 99.00 99.00 999 1005.4  19.4  18.3  16.9 99.0 99.00 
2023 06 08 18 30 247  1.2  2.0 99.00 99.00 99.00 999 1005.6  19.4  18.3  17.0 99.0 99.00 
2023 06 08 18 40 250  1.6  2.2  0.63  7.14  6.22 167 1005.5  19.3  18.9  17.2 99.0 99.00 
2023 06 08 18 50 275  1.1  1.7 99.00 99.00 99.00 999 1005.4  19.3  18.5  17.0 99.0 99.00 
2023 06 08 19 00 302  1.0  1.8 99.00 99.00 99.00 999 1005.3  19.5  18.5  17.2 99.0 99.00 
2023 06 08 19 10 296  1.0  2.0  0.56  7.14  6.20 161 1005.4  19.4  19.1  17.2 99.0 99.00 
2023 06 08 19 20 286  2.0  2.5 99.00 99.00 99.00 999 1005.6  19.2  19.5  17.1 99.0 99.00 
2023 06 08 19 30 300  2.5  3.4 99.00 99.00 99.00 999 1005.7  19.1  19.3  16.7 99.0 99.00 
2023 06 08 19 40 318  3.8  5.6  0.64  7.14  6.39 160 1005.9  19.1  18.9  17.2 99.0 99.00 
2023 06 08 19 50 317  6.1  8.4 99.00 99.00 99.00 999 1006.3  19.0  19.8  17.3 99.0 99.00 
2023 06 08 20 00 317  7.7  9.7 99.00 99.00 99.00 999 1006.4  18.8  18.9  17.0 99.0 99.00 
2023 06 08 20 10 329  8.0 10.4  0.57  6.67  5.84 163 1006.3  18.0  18.3  17.0 99.0 99.00 
2023 06 08 20 20 340  7.5  9.8 99.00 99.00 99.00 999 1006.2  17.4  17.9  16.9 99.0 99.00 
2023 06 08 20 30   0  5.7  6.9 99.00 99.00 99.00 999 1005.9  17.3  17.7  16.9 99.0 99.00 
2023 06 08 20 40  18  4.5  6.1  0.58  6.25  4.99 151 1005.9  17.1  17.6  16.5 99.0 99.00 
2023 06 08 20 50  24  3.1  3.8 99.00 99.00 99.00 999 1006.2  17.2  17.5  16.6 99.0 99.00 
2023 06 08 21 00 356  3.0  4.0 99.00 99.00 99.00 999 1006.2  17.3  17.5  16.8 99.0 99.00 
2023 06 08 21 10 354  4.3  5.6  0.61  7.14  5.24 156 1006.4  17.1  17.5  16.6 99.0 99.00 
2023 06 08 21 20 335  6.2  8.0 99.00 99.00 99.00 999 1006.8  17.2  17.5  16.6 99.0 99.00 
2023 06 08 21 30 353  9.3 12.5 99.00 99.00 99.00 999 1006.6  17.0  17.3  15.5 99.0 99.00 
2023 06 08 21 40 358  9.1 12.1 99.00 99.00 99.00 999 1006.9  16.8  17.2  14.8 99.0 99.00 
2023 06 08 21 50 357  8.4 10.7  0.68  7.69  4.47 156 1006.8  16.7  17.0  14.5 99.0 99.00 
2023 06 08 22 00 358  8.0  9.8 99.00 99.00 99.00 999 1007.0  16.6  17.0  14.3 99.0 99.00 
2023 06 08 22 10   0  7.3  9.1  0.71  6.67  3.72 167 1007.0  16.7  16.9  14.2 99.0 99.00 
2023 06 08 22 20   3  6.9  8.4 99.00 99.00 99.00 999 1006.8  16.7  16.8  14.0 99.0 99.00 
2023 06 08 22 30  15  6.4  7.6 99.00 99.00 99.00 999 1006.6  16.7  16.7  14.1 99.0 99.00 
2023 06 08 22 40  12  5.7  6.8  0.72  7.14  3.83 154 1006.5  16.7  16.7  14.3 99.0 99.00 
2023 06 08 22 50  10  5.2  6.4 99.00 99.00 99.00 999 1006.6  16.8  16.7  14.7 99.0 99.00 
2023 06 08 23 00   6  4.6  5.5 99.00 99.00 99.00 999 1006.7  16.8  16.6  15.2 99.0 99.00 
2023 06 08 23 10  10  5.1  6.4  0.73  8.33  3.87 131 1006.7  16.8  16.5  15.3 99.0 99.00 
2023 06 08 23 20  15  5.4  6.5 99.00 99.00 99.00 999 1006.8  16.8  16.5  15.5 99.0 99.00 
2023 06 08 23 30  20  5.3  6.4 99.00 99.00 99.00 999 1006.8  16.8  16.4  15.7 99.0 99.00 
2023 06 08 23 40  16  4.7  6.5  0.79  3.45  3.83   4 1006.9  16.8  16.3  15.8 99.0 99.00 
2023 06 08 23 50  20  3.9  5.0 99.00 99.00 99.00 999 1007.0  16.8  16.3  15.9 99.0 99.00 
2023 06 09 00 00  15  3.9  4.9 99.00 99.00 99.00 999 1007.0  16.8  16.2  16.0 99.0 99.00 
2023 06 09 00 10  22  3.6  4.6  0.86  4.00  3.98  19 1007.0  16.8  16.1  16.0 99.0 99.00 
2023 06 09 00 20  24  3.3  4.1 99.00 99.00 99.00 999 1007.1  16.9  16.1  16.1 99.0 99.00 
2023 06 09 00 30  26  2.7  3.2 99.00 99.00 99.00 999 1007.2  16.8  16.1  16.1 99.0 99.00 
2023 06 09 00 40  18  2.9  3.4  0.89  7.69  4.18 151 1007.2  16.7  16.0  16.1 99.0 99.00 
2023 06 09 00 50  19  2.6  3.3 99.00 99.00 99.00 999 1007.2  16.7  15.9  16.2 99.0 99.00 
2023 06 09 01 00  25  2.3  2.9 99.00 99.00 99.00 999 1007.3  16.7  15.9  16.2 99.0 99.00 
2023 06 09 01 10  37  1.9  2.5  0.91  4.35  4.17   9 1007.3  16.6  15.8  16.1 99.0 99.00 
2023 06 09 01 20  43  1.9  2.4 99.00 99.00 99.00 999 1007.5  16.7  15.9  16.2 99.0 99.00 
2023 06 09 01 30  43  1.8  2.7 99.00 99.00 99.00 999 1007.6  16.8  16.0  16.2 99.0 99.00 
2023 06 09 01 40  35  1.7  2.5  0.87  4.76  4.49  17 1007.8  16.8  15.9  16.2 99.0 99.00 
2023 06 09 01 50  16  1.7  2.2 99.00 99.00 99.00 999 1008.1  16.6  15.9  16.1 99.0 99.00 
2023 06 09 02 00 354  1.7  2.2 99.00 99.00 99.00 999 1008.2  16.5  15.9  16.0 99.0 99.00 
2023 06 09 02 10 352  1.5  2.2  0.92  5.00  4.38  10 1008.4  16.5  15.9  16.0 99.0 99.00 
2023 06 09 02 20 339  1.9  2.4 99.00 99.00 99.00 999 1008.3  16.6  15.9  16.1 99.0 99.00 
2023 06 09 02 30 341  2.1  2.7 99.00 99.00 99.00 999 1008.4  16.4  15.9  15.9 99.0 99.00 
2023 06 09 02 40 341  1.9  2.5  0.92  5.00  4.49  14 1008.4  16.4 999.0  15.9 99.0 99.00 
2023 06 09 02 50   2  1.7  2.2 99.00 99.00 99.00 999 1008.3  16.4  15.8  15.9 99.0 99.00 
2023 06 09 03 00  11  1.6  2.3 99.00 99.00 99.00 999 1008.3  16.5  15.8  16.0 99.0 99.00 
2023 06 09 03 10  18  1.2  1.8  0.92  4.76  4.60   7 1008.3  16.4  15.8  16.0 99.0 99.00 
2023 06 09 03 20   0  0.9  1.5 99.00 99.00 99.00 999 1008.3  16.3  15.8  16.0 99.0 99.00 
2023 06 09 03 30 338  1.1  1.9 99.00 99.00 99.00 999 1008.3  16.2  15.8  15.9 99.0 99.00 
2023 06 09 03 40 332  1.8  2.3  0.88  5.26  4.56  10 1008.4  16.2  15.8  15.9 99.0 99.00 
2023 06 09 03 50 322  1.9  2.4 99.00 99.00 99.00 999 1008.4  16.1  15.8  15.9 99.0 99.00 
2023 06 09 04 00 318  2.0  2.7 99.00 99.00 99.00 999 1008.4  16.1  15.7  15.8 99.0 99.00 
2023 06 09 04 10 315  1.9  2.5  0.83  5.26  4.52 356 1008.3  16.1  15.7  15.8 99.0 99.00 
2023 06 09 04 20 312  2.1  2.6 99.00 99.00 99.00 999 1008.4  16.0  15.7  15.7 99.0 99.00 
2023 06 09 04 30 312  2.0  2.5 99.00 99.00 99.00 999 1008.3  16.0  15.7  15.7 99.0 99.00 
2023 06 09 04 40 310  2.3  2.9  0.79  4.76  4.52  25 1008.3  16.0  15.7  15.7 99.0 99.00 
2023 06 09 04 50 307  2.2  2.8 99.00 99.00 99.00 999 1008.1  16.0  15.7  15.7 99.0 99.00 
2023 06 09 05 00 312  1.9  2.4 99.00 99.00 99.00 999 1008.1  16.0  15.6  15.7 99.0 99.00 
2023 06 09 05 10 305  1.9  2.4  0.78  4.76  4.54  11 1008.2  15.9  15.6  15.6 99.0 99.00 
2023 06 09 05 20 296  2.1  2.7 99.00 99.00 99.00 999 1008.1  15.9  15.6  15.6 99.0 99.00 
2023 06 09 05 30 289  2.2  2.7 99.00 99.00 99.00 999 1008.1  15.9  15.6  15.6 99.0 99.00 
2023 06 09 05 40 286  2.1  2.6  0.75  7.14  4.62 153 1008.2  15.9  15.6  15.6 99.0 99.00 
2023 06 09 05 50 286  2.0  2.8 99.00 99.00 99.00 999 1008.1  16.0  15.6  15.7 99.0 99.00 
2023 06 09 06 00 304  2.4  3.3 99.00 99.00 99.00 999 1008.1  16.0  15.6  15.8 99.0 99.00 
2023 06 09 06 10 309  2.7  3.2  0.69  4.55  4.55  56 1008.1  15.9  15.6  15.7 99.0 99.00 
2023 06 09 06 20 311  3.1  3.8 99.00 99.00 99.00 999 1008.1  15.9  15.5  15.7 99.0 99.00 
2023 06 09 06 30 309  2.8  3.5 99.00 99.00 99.00 999 1008.2  15.9  15.5  15.7 99.0 99.00 
2023 06 09 06 40 306  2.7  3.3  0.69  7.14  4.67 146 1008.2  15.9  15.5  15.7 99.0 99.00 
2023 06 09 06 50 311  3.0  3.5 99.00 99.00 99.00 999 1008.1  15.8  15.5  15.6 99.0 99.00 
2023 06 09 07 00 311  3.1  3.8 99.00 99.00 99.00 999 1008.1  15.8  15.5  15.6 99.0 99.00 
2023 06 09 07 10 313  3.4  4.0  0.71  6.67  4.75 153 1008.2  15.7  15.5  15.5 99.0 99.00 
2023 06 09 07 20 316  3.8  4.4 99.00 99.00 99.00 999 1008.1  15.7  15.5  15.4 99.0 99.00 
2023 06 09 07 30 314  3.6  4.5 99.00 99.00 99.00 999 1008.2  15.8  15.5  15.4 99.0 99.00 
2023 06 09 07 40 315  3.7  4.8  0.63  7.14  4.57 141 1008.1  15.8  15.5  15.3 99.0 99.00 
2023 06 09 07 50 318  4.1  5.0 99.00 99.00 99.00 999 1008.1  15.8  15.5  15.2 99.0 99.00 
2023 06 09 08 00 320  4.6  5.3 99.00 99.00 99.00 999 1008.2  15.8  15.5  15.2 99.0 99.00 
2023 06 09 08 10 322  4.5  5.4  0.72  7.14  4.85 146 1008.3  15.8  15.4  15.1 99.0 99.00 
2023 06 09 08 20 325  4.5  5.3 99.00 99.00 99.00 999 1008.3  15.8  15.4  14.9 99.0 99.00 
2023 06 09 08 30 326  4.3  5.3 99.00 99.00 99.00 999 1008.4  15.9  15.4  14.8 99.0 99.00 
2023 06 09 08 40 327  3.9  4.5 99.00 99.00 99.00 999 1008.4  15.9  15.4  14.8 99.0 99.00 
2023 06 09 08 50 328  3.2  4.3  0.66  6.25  4.64 159 1008.5  15.9  15.4  14.8 99.0 99.00 
2023 06 09 09 00 327  3.1  3.8 99.00 99.00 99.00 999 1008.6  15.9  15.4  14.9 99.0 99.00 
2023 06 09 09 10 334  2.5  3.2  0.64  7.14  4.70 159 1008.7  15.9  15.4  14.9 99.0 99.00 
2023 06 09 09 20 336  2.4  3.5 99.00 99.00 99.00 999 1008.7  15.9  15.5  15.0 99.0 99.00 
2023 06 09 09 30 327  3.5  4.0 99.00 99.00 99.00 999 1008.7  15.9  15.5  15.1 99.0 99.00 
2023 06 09 09 40 325  3.1  3.7  0.61  6.67  4.66 153 1008.9  15.8  15.5  15.1 99.0 99.00 
2023 06 09 09 50 323  2.9  3.5 99.00 99.00 99.00 999 1008.9  15.8  15.5  15.2 99.0 99.00 
2023 06 09 10 00 328  2.4  2.9 99.00 99.00 99.00 999 1009.2  15.8  15.5  15.2 99.0 99.00 
2023 06 09 10 10 328  2.2  2.7  0.66  7.14  4.71 154 1009.2  15.7  15.5  15.1 99.0 99.00 
2023 06 09 10 20 332  1.5  2.2 99.00 99.00 99.00 999 1009.2  15.7  15.5  15.2 99.0 99.00 
2023 06 09 10 30 348  0.6  1.2 99.00 99.00 99.00 999 1009.3  15.8  15.5  15.2 99.0 99.00 
2023 06 09 10 40 345  0.5  0.9  0.65  7.69  4.78 144 1009.5  15.9  15.5  15.2 99.0 99.00 
2023 06 09 10 50 329  0.0  0.4 99.00 99.00 99.00 999 1009.5  16.1  15.4  15.3 99.0 99.00 
2023 06 09 11 00 273  0.0  0.0 99.00 99.00 99.00 999 1009.5  16.2  15.3  15.3 99.0 99.00 
2023 06 09 11 10 206  0.0  0.1  0.61  6.25  4.78 172 1009.6  16.3  15.3  15.3 99.0 99.00 
2023 06 09 11 20 231  0.1  0.6 99.00 99.00 99.00 999 1009.8  16.3  15.3  15.3 99.0 99.00 
2023 06 09 11 30 268  1.2  1.8 99.00 99.00 99.00 999 1010.1  16.1  15.2  15.1 99.0 99.00 
2023 06 09 11 40 255  1.2  1.7  0.65 13.79  4.99 106 1010.1  16.1  15.2  15.2 99.0 99.00 
2023 06 09 11 50 272  1.2  1.7 99.00 99.00 99.00 999 1010.1  16.0  15.1  15.3 99.0 99.00 
2023 06 09 12 00 288  1.2  1.7 99.00 99.00 99.00 999 1010.1  16.0  15.2  15.4 99.0 99.00 
2023 06 09 12 10 276  1.2  1.7  0.60  7.14  5.09 151 1010.2  16.1  15.4  15.4 99.0 99.00 
2023 06 09 12 20 267  1.6  1.9 99.00 99.00 99.00 999 1010.2  16.1  15.6  15.3 99.0 99.00 
2023 06 09 12 30 274  1.7  2.2 99.00 99.00 99.00 999 1010.2  16.2  15.7  15.4 99.0 99.00 
2023 06 09 12 40 282  1.9  2.3  0.59 14.81  5.03 107 1010.2  16.2  15.8  15.6 99.0 99.00 
2023 06 09 12 50 271  1.9  2.7 99.00 99.00 99.00 999 1010.3  16.3  15.9  15.6 99.0 99.00 
2023 06 09 13 00 250  1.7  2.4 99.00 99.00 99.00 999 1010.3  16.4  16.0  15.8 99.0 99.00 
2023 06 09 13 10 244  1.4  1.8  0.58  7.14  5.06 164 1010.3  16.5  16.1  15.9 99.0 99.00 
2023 06 09 13 20 244  1.6  2.2 99.00 99.00 99.00 999 1010.3  16.6  16.1  16.0 99.0 99.00 
2023 06 09 13 30 258  1.8  2.3 99.00 99.00 99.00 999 1010.3  16.7  16.2  16.1 99.0 99.00 
2023 06 09 13 40 246  1.6  2.1  0.57  7.14  5.40 161 1010.4  16.8  16.3  16.2 99.0 99.00 
2023 06 09 13 50 230  1.4  1.8 99.00 99.00 99.00 999 1010.3  16.8  16.4  16.2 99.0 99.00 
2023 06 09 14 00 241  1.5  1.9 99.00 99.00 99.00 999 1010.3  16.9  16.4  16.2 99.0 99.00 
2023 06 09 14 10 263  1.9  2.5  0.61 13.79  5.70 119 1010.4  17.0  16.5  16.2 99.0 99.00 
2023 06 09 14 20 270  2.3  2.9 99.00 99.00 99.00 999 1010.3  17.0  16.5  15.9 99.0 99.00 
2023 06 09 14 30 273  2.6  3.3 99.00 99.00 99.00 999 1010.3  17.0  16.5  15.8 99.0 99.00 
2023 06 09 14 40 273  2.4  3.0  0.56 13.79  5.79  98 1010.3  17.0  16.6  15.7 99.0 99.00 
2023 06 09 14 50 269  2.4  3.0 99.00 99.00 99.00 999 1010.3  17.1  16.5  15.9 99.0 99.00 
2023 06 09 15 00 266  2.2  3.1 99.00 99.00 99.00 999 1010.3  17.1  16.4  16.0 99.0 99.00 
2023 06 09 15 10 264  1.9  2.4  0.56 13.79  5.83 116 1010.3  17.1  16.3  16.1 99.0 99.00 
2023 06 09 15 20 270  2.0  2.5 99.00 99.00 99.00 999 1010.1  17.1  16.4  16.3 99.0 99.00 
2023 06 09 15 30 272  2.0  2.5 99.00 99.00 99.00 999 1010.2  17.1  16.7  16.4 99.0 99.00 
