#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 07 12 16 50 214  2.8  3.5 99.00 99.00 99.00 999 1016.8  26.8  26.7  26.0 99.0 99.00 
2023 07 12 17 00 213  3.1  3.8 99.00 99.00 99.00 999 1016.9  26.8  26.7  25.9 99.0 99.00 
2023 07 12 17 10 216  3.0  3.8  0.55  6.67  5.50 167 1016.8  26.8  26.8  25.9 99.0 99.00 
2023 07 12 17 20 228  2.8  3.5 99.00 99.00 99.00 999 1016.7  26.8  26.9  25.8 99.0 99.00 
2023 07 12 17 30 230  2.8  3.9 99.00 99.00 99.00 999 1016.7  26.9  27.0  25.8 99.0 99.00 
2023 07 12 17 40 226  2.7  3.2  0.54  6.67  5.53 168 1016.6  27.0  27.0  25.4 99.0 99.00 
2023 07 12 17 50 233  2.6  3.3 99.00 99.00 99.00 999 1016.7  27.0  26.9  25.6 99.0 99.00 
2023 07 12 18 00 246  2.8  3.4 99.00 99.00 99.00 999 1016.7  27.1  27.0  25.2 99.0 99.00 
2023 07 12 18 10 248  2.6  3.3  0.54  7.14  5.47 165 1016.6  27.2  27.1  25.0 99.0 99.00 
2023 07 12 18 20 249  2.5  3.2 99.00 99.00 99.00 999 1016.5  27.3  27.1  25.1 99.0 99.00 
2023 07 12 18 30 249  2.3  2.9 99.00 99.00 99.00 999 1016.4  27.3  27.2  24.8 99.0 99.00 
2023 07 12 18 40 234  2.1  2.7  0.55  6.25  5.50 165 1016.3  27.4  27.4  24.9 99.0 99.00 
2023 07 12 18 50 216  2.1  2.7 99.00 99.00 99.00 999 1016.2  27.4  27.5  24.9 99.0 99.00 
2023 07 12 19 00 206  2.0  2.6 99.00 99.00 99.00 999 1016.0  27.4  27.4  25.0 99.0 99.00 
2023 07 12 19 10 209  2.0  2.5  0.50  6.67  5.45 168 1015.9  27.5  27.5  24.9 99.0 99.00 
2023 07 12 19 20 197  2.3  3.2 99.00 99.00 99.00 999 1015.9  27.4  27.5  25.3 99.0 99.00 
2023 07 12 19 30 210  2.4  3.0 99.00 99.00 99.00 999 1015.8  27.4  27.4  25.3 99.0 99.00 
2023 07 12 19 40 207  2.7  3.5  0.54  6.67  5.79 167 1015.8  27.3  27.4  25.5 99.0 99.00 
2023 07 12 19 50 197  2.7  3.3 99.00 99.00 99.00 999 1015.7  27.3  27.4  25.6 99.0 99.00 
2023 07 12 20 00 198  2.7  3.4 99.00 99.00 99.00 999 1015.5  27.3  27.3  25.5 99.0 99.00 
2023 07 12 20 10 193  2.8  3.6  0.52  6.67  5.74 174 1015.5  27.3  27.4  25.4 99.0 99.00 
2023 07 12 20 20 188  3.1  3.7 99.00 99.00 99.00 999 1015.5  27.3  27.4  25.4 99.0 99.00 
2023 07 12 20 30 191  3.3  3.9 99.00 99.00 99.00 999 1015.6  27.3  27.5  25.2 99.0 99.00 
2023 07 12 20 40 190  3.2  3.8  0.51  7.14  5.62 142 1015.6  27.4  27.5  25.4 99.0 99.00 
2023 07 12 20 50 193  3.3  3.9 99.00 99.00 99.00 999 1015.6  27.3  27.4  25.4 99.0 99.00 
2023 07 12 21 00 191  3.4  4.1 99.00 99.00 99.00 999 1015.6  27.4  27.6  25.4 99.0 99.00 
2023 07 12 21 10 195  3.5  4.3  0.58  6.67  5.74 154 1015.7  27.4  27.6  25.2 99.0 99.00 
2023 07 12 21 20 201  3.1  4.1 99.00 99.00 99.00 999 1015.7  27.4  27.6  25.2 99.0 99.00 
2023 07 12 21 30 197  3.1  3.9 99.00 99.00 99.00 999 1015.7  27.5  27.5  24.9 99.0 99.00 
2023 07 12 21 40 200  3.1  3.7  0.55  8.33  5.53 126 1015.6  27.6  27.5  25.0 99.0 99.00 
2023 07 12 21 50 200  2.9  3.5 99.00 99.00 99.00 999 1015.7  27.6  27.5  24.8 99.0 99.00 
2023 07 12 22 00 197  2.9  3.8 99.00 99.00 99.00 999 1015.6  27.7  27.4  24.9 99.0 99.00 
2023 07 12 22 10 207  2.7  3.3  0.55  7.14  5.27 140 1015.7  27.7  27.6  24.8 99.0 99.00 
2023 07 12 22 20 203  2.8  3.4 99.00 99.00 99.00 999 1015.5  27.7  27.5  24.6 99.0 99.00 
2023 07 12 22 30 200  3.1  3.9 99.00 99.00 99.00 999 1015.5  27.7  27.5  24.7 99.0 99.00 
2023 07 12 22 40 199  3.1  3.7  0.56  8.33  5.80 125 1015.5  27.7  27.4  24.3 99.0 99.00 
2023 07 12 22 50 197  2.9  3.4 99.00 99.00 99.00 999 1015.7  27.8  27.4  24.1 99.0 99.00 
2023 07 12 23 00 192  2.9  3.5 99.00 99.00 99.00 999 1015.6  27.8  27.3  24.6 99.0 99.00 
2023 07 12 23 10 189  3.1  3.8  0.54  7.69  5.61 134 1015.7  27.8  27.3  24.4 99.0 99.00 
2023 07 12 23 20 195  3.7  4.5 99.00 99.00 99.00 999 1015.7  27.7  27.3  24.5 99.0 99.00 
2023 07 12 23 30 193  3.6  4.3 99.00 99.00 99.00 999 1015.6  27.6  27.3  24.7 99.0 99.00 
2023 07 12 23 40 190  3.7  4.5  0.58  7.69  6.05 132 1015.7  27.6 999.0  24.9 99.0 99.00 
2023 07 12 23 50 188  3.5  4.3 99.00 99.00 99.00 999 1015.7  27.5  27.2  25.0 99.0 99.00 
2023 07 13 00 00 187  3.8  4.7 99.00 99.00 99.00 999 1015.6  27.5  27.1  25.1 99.0 99.00 
2023 07 13 00 10 184  3.8  4.5  0.58  7.69  5.89 136 1015.6  27.4  27.1  24.9 99.0 99.00 
2023 07 13 00 20 182  3.6  4.5 99.00 99.00 99.00 999 1015.5  27.4  27.0  24.9 99.0 99.00 
2023 07 13 00 30 183  3.4  4.3 99.00 99.00 99.00 999 1015.6  27.3  27.0  25.1 99.0 99.00 
2023 07 13 00 40 185  4.2  4.9  0.57  7.69  5.74 124 1015.4  27.3  27.0  25.0 99.0 99.00 
2023 07 13 00 50 182  4.1  5.0 99.00 99.00 99.00 999 1015.5  27.3  27.0  25.0 99.0 99.00 
2023 07 13 01 00 185  4.0  4.9 99.00 99.00 99.00 999 1015.5  27.3  26.9  24.9 99.0 99.00 
2023 07 13 01 10 188  4.0  5.1  0.58  6.25  5.38 153 1015.6  27.3  26.8  24.8 99.0 99.00 
2023 07 13 01 20 187  4.0  4.8 99.00 99.00 99.00 999 1015.6  27.3  26.8  24.8 99.0 99.00 
2023 07 13 01 30 183  4.0  4.8 99.00 99.00 99.00 999 1015.7  27.3  26.6  24.9 99.0 99.00 
2023 07 13 01 40 179  3.9  4.7  0.58  8.33  5.39 111 1015.7  27.2  26.6  24.9 99.0 99.00 
2023 07 13 01 50 176  4.0  5.0 99.00 99.00 99.00 999 1015.6  27.2  26.6  24.9 99.0 99.00 
2023 07 13 02 00 175  4.0  4.8 99.00 99.00 99.00 999 1015.6  27.3  26.5  24.7 99.0 99.00 
2023 07 13 02 10 168  3.8  4.7  0.61 10.00  5.30 106 1015.7  27.2  26.5  24.8 99.0 99.00 
2023 07 13 02 20 165  4.1  5.0 99.00 99.00 99.00 999 1015.7  27.1  26.5  25.0 99.0 99.00 
2023 07 13 02 30 165  4.3  5.1 99.00 99.00 99.00 999 1015.9  27.1  26.6  25.1 99.0 99.00 
2023 07 13 02 40 167  3.9  4.9  0.57 10.00  5.24 105 1015.9  27.1  26.5  25.3 99.0 99.00 
2023 07 13 02 50 170  4.1  4.8 99.00 99.00 99.00 999 1015.8  27.0  26.5  25.2 99.0 99.00 
2023 07 13 03 00 170  3.9  4.6 99.00 99.00 99.00 999 1015.8  27.0  26.4  25.3 99.0 99.00 
2023 07 13 03 10 170  3.8  4.6  0.57 10.00  5.17 121 1015.8  27.0  26.5  25.4 99.0 99.00 
2023 07 13 03 20 172  3.9  4.6 99.00 99.00 99.00 999 1015.6  27.0  26.5  25.5 99.0 99.00 
2023 07 13 03 30 176  4.3  5.2 99.00 99.00 99.00 999 1015.6  27.0  26.4  25.6 99.0 99.00 
2023 07 13 03 40 176  4.3  5.1  0.57 10.81  5.18 124 1015.6  27.0  26.3  25.8 99.0 99.00 
2023 07 13 03 50 177  4.3  5.3 99.00 99.00 99.00 999 1015.7  27.0  26.2  25.5 99.0 99.00 
2023 07 13 04 00 179  4.9  6.0 99.00 99.00 99.00 999 1015.6  27.1  26.4  25.5 99.0 99.00 
2023 07 13 04 10 180  4.9  6.0  0.60 10.00  5.20 127 1015.5  27.1  26.6  25.6 99.0 99.00 
2023 07 13 04 20 181  4.9  6.2 99.00 99.00 99.00 999 1015.5  27.1  26.7  25.9 99.0 99.00 
2023 07 13 04 30 184  5.0  6.5 99.00 99.00 99.00 999 1015.5  27.1  26.7  26.0 99.0 99.00 
2023 07 13 04 40 184  5.2  6.3  0.60 10.81  4.94 121 1015.4  27.1  26.6  26.1 99.0 99.00 
2023 07 13 04 50 186  5.4  6.8 99.00 99.00 99.00 999 1015.4  27.1  26.6  26.1 99.0 99.00 
2023 07 13 05 00 185  5.4  6.6 99.00 99.00 99.00 999 1015.3  27.1  26.5  26.1 99.0 99.00 
2023 07 13 05 10 186  5.3  6.4  0.66 10.00  4.47 125 1015.2  27.0  26.5  26.1 99.0 99.00 
2023 07 13 05 20 190  5.3  6.3 99.00 99.00 99.00 999 1015.2  27.0  26.5  26.2 99.0 99.00 
2023 07 13 05 30 189  5.3  6.5 99.00 99.00 99.00 999 1015.1  27.0  26.4  26.2 99.0 99.00 
2023 07 13 05 40 194  5.2  6.4  0.62 10.00  4.27 115 1015.0  26.9  26.4  26.1 99.0 99.00 
2023 07 13 05 50 198  5.3  6.6 99.00 99.00 99.00 999 1015.0  27.0  26.4  26.3 99.0 99.00 
2023 07 13 06 00 199  4.6  5.6 99.00 99.00 99.00 999 1014.9  26.9  26.3  26.3 99.0 99.00 
2023 07 13 06 10 197  4.6  5.6  0.68 10.81  4.53 136 1014.9  26.9  26.4  26.3 99.0 99.00 
2023 07 13 06 20 198  4.2  4.9 99.00 99.00 99.00 999 1014.8  26.9  26.3  26.4 99.0 99.00 
2023 07 13 06 30 205  4.1  5.1 99.00 99.00 99.00 999 1014.8  26.9  26.3  26.4 99.0 99.00 
2023 07 13 06 40 207  4.2  5.3  0.65 10.00  4.52 125 1014.8  26.9  26.3  26.3 99.0 99.00 
2023 07 13 06 50 208  4.2  5.1 99.00 99.00 99.00 999 1014.8  26.9  26.3  26.2 99.0 99.00 
2023 07 13 07 00 214  4.4  5.5 99.00 99.00 99.00 999 1014.7  26.9  26.3  26.2 99.0 99.00 
2023 07 13 07 10 222  4.8  6.0  0.66 10.00  4.32 118 1014.7  27.0  26.3  26.1 99.0 99.00 
2023 07 13 07 20 222  5.1  6.1 99.00 99.00 99.00 999 1014.7  27.0  26.3  26.0 99.0 99.00 
2023 07 13 07 30 221  4.7  6.1 99.00 99.00 99.00 999 1014.6  27.0  26.4  25.9 99.0 99.00 
2023 07 13 07 40 221  4.7  5.6  0.63 10.00  4.17 148 1014.5  27.0  26.4  25.9 99.0 99.00 
2023 07 13 07 50 223  4.9  6.3 99.00 99.00 99.00 999 1014.3  26.9  26.4  25.8 99.0 99.00 
2023 07 13 08 00 219  4.8  6.1 99.00 99.00 99.00 999 1014.3  26.9  26.4  25.8 99.0 99.00 
2023 07 13 08 10 214  4.7  5.6  0.62 10.00  4.16 131 1014.2  26.8  26.4  25.8 99.0 99.00 
2023 07 13 08 20 210  4.9  6.0 99.00 99.00 99.00 999 1014.0  26.8  26.4  25.8 99.0 99.00 
2023 07 13 08 30 211  5.2  6.3 99.00 99.00 99.00 999 1014.1  26.8  26.4  25.9 99.0 99.00 
2023 07 13 08 40 213  5.2  6.4  0.61 10.00  4.14 136 1014.2  26.7  26.4  25.8 99.0 99.00 
2023 07 13 08 50 215  5.0  6.1 99.00 99.00 99.00 999 1014.5  26.7  26.3  25.9 99.0 99.00 
2023 07 13 09 00 225  5.0  5.8 99.00 99.00 99.00 999 1014.6  26.7  26.3  26.0 99.0 99.00 
2023 07 13 09 10 229  5.2  6.3  0.65 10.00  4.25 119 1014.8  26.7  26.3  26.1 99.0 99.00 
2023 07 13 09 20 231  5.4  6.7 99.00 99.00 99.00 999 1014.8  26.6  26.3  26.0 99.0 99.00 
2023 07 13 09 30 232  5.5  6.6 99.00 99.00 99.00 999 1014.8  26.6  26.3  26.1 99.0 99.00 
2023 07 13 09 40 236  5.3  6.4  0.67 10.00  4.14 132 1015.0  26.6  26.3  26.1 99.0 99.00 
2023 07 13 09 50 236  5.2  6.3 99.00 99.00 99.00 999 1015.0  26.6  26.3  26.1 99.0 99.00 
2023 07 13 10 00 238  5.1  6.3 99.00 99.00 99.00 999 1015.1  26.6  26.2  26.0 99.0 99.00 
2023 07 13 10 10 237  4.8  6.6  0.71 10.00  3.92 127 1015.1  26.6  26.2  26.0 99.0 99.00 
2023 07 13 10 20 238  5.5  6.6 99.00 99.00 99.00 999 1015.1  26.7  26.2  25.8 99.0 99.00 
2023 07 13 10 30 237  5.2  6.8 99.00 99.00 99.00 999 1015.2  26.7  26.2  25.8 99.0 99.00 
2023 07 13 10 40 236  5.3  6.9  0.72 10.00  3.91 112 1015.2  26.7  26.2  25.8 99.0 99.00 
2023 07 13 10 50 226  4.5  5.9 99.00 99.00 99.00 999 1015.3  26.7  26.2  26.1 99.0 99.00 
2023 07 13 11 00 230  4.5  5.5 99.00 99.00 99.00 999 1015.5  26.6  26.2  26.2 99.0 99.00 
2023 07 13 11 10 232  4.5  5.3  0.73  3.70  3.98 209 1015.6  26.6  26.2  26.1 99.0 99.00 
2023 07 13 11 20 233  4.4  5.4 99.00 99.00 99.00 999 1015.5  26.7  26.1  26.2 99.0 99.00 
2023 07 13 11 30 228  4.2  5.1 99.00 99.00 99.00 999 1015.4  26.7  26.1  26.2 99.0 99.00 
2023 07 13 11 40 222  4.1  4.9  0.78 10.81  4.00 115 1015.4  26.7  26.1  26.2 99.0 99.00 
2023 07 13 11 50 221  4.1  4.8 99.00 99.00 99.00 999 1015.4  26.7  26.1  26.1 99.0 99.00 
2023 07 13 12 00 220  4.2  5.3 99.00 99.00 99.00 999 1015.3  26.7  26.1  26.0 99.0 99.00 
2023 07 13 12 10 215  4.2  5.1  0.82  4.17  4.12 194 1015.4  26.7  26.1  26.0 99.0 99.00 
2023 07 13 12 20 219  4.5  5.5 99.00 99.00 99.00 999 1015.4  26.7  26.1  26.0 99.0 99.00 
2023 07 13 12 30 228  4.6  5.8 99.00 99.00 99.00 999 1015.6  26.7  26.1  26.0 99.0 99.00 
2023 07 13 12 40 225  4.4  5.5  0.84  4.35  4.22 214 1015.7  26.7  26.2  26.0 99.0 99.00 
2023 07 13 12 50 226  4.6  5.8 99.00 99.00 99.00 999 1015.8  26.7  26.2  26.0 99.0 99.00 
2023 07 13 13 00 225  4.6  5.6 99.00 99.00 99.00 999 1015.9  26.8  26.3  26.1 99.0 99.00 
2023 07 13 13 10 227  4.5  5.6  0.81  4.35  4.24 190 1015.9  26.8  26.3  26.1 99.0 99.00 
2023 07 13 13 20 227  4.5  5.4 99.00 99.00 99.00 999 1016.0  26.8  26.3  26.0 99.0 99.00 
2023 07 13 13 30 226  4.7  5.6 99.00 99.00 99.00 999 1015.9  26.9  26.3  25.9 99.0 99.00 
2023 07 13 13 40 225  4.6  5.7  0.79  4.17  4.27 207 1015.9  26.9  26.3  25.9 99.0 99.00 
2023 07 13 13 50 215  4.1  5.2 99.00 99.00 99.00 999 1015.8  26.8  26.3  26.0 99.0 99.00 
2023 07 13 14 00 212  4.5  6.0 99.00 99.00 99.00 999 1015.7  26.8  26.3  26.1 99.0 99.00 
2023 07 13 14 10 216  4.8  5.9  0.78  4.35  4.39 178 1015.7  26.8  26.3  26.0 99.0 99.00 
2023 07 13 14 20 214  4.5  5.6 99.00 99.00 99.00 999 1015.8  26.8  26.3  26.0 99.0 99.00 
2023 07 13 14 30 212  4.9  6.4 99.00 99.00 99.00 999 1015.7  26.8  26.3  25.9 99.0 99.00 
2023 07 13 14 40 208  5.0  6.4  0.81  4.17  4.32 188 1015.7  26.8  26.3  25.9 99.0 99.00 
2023 07 13 14 50 210  5.0  6.3 99.00 99.00 99.00 999 1015.6  26.8  26.4  25.8 99.0 99.00 
2023 07 13 15 00 209  4.9  5.9 99.00 99.00 99.00 999 1015.5  26.8  26.3  25.8 99.0 99.00 
2023 07 13 15 10 207  5.1  6.2  0.78  4.55  4.21 174 1015.4  26.8  26.4  25.8 99.0 99.00 
2023 07 13 15 20 205  5.2  6.3 99.00 99.00 99.00 999 1015.3  26.8  26.4  25.8 99.0 99.00 
2023 07 13 15 30 205  5.2  6.3 99.00 99.00 99.00 999 1015.3  26.8  26.4  25.8 99.0 99.00 
2023 07 13 15 40 201  5.0  6.1  0.81  4.17  4.20 189 1015.2  26.8  26.5  25.8 99.0 99.00 
2023 07 13 15 50 201  5.2  6.3 99.00 99.00 99.00 999 1015.1  26.8  26.5  25.9 99.0 99.00 
2023 07 13 16 00 201  5.0  6.2 99.00 99.00 99.00 999 1015.1  26.8  26.5  25.8 99.0 99.00 
2023 07 13 16 10 201  5.3  6.2  0.76 10.81  4.30 112 1015.2  26.9  26.5  25.9 99.0 99.00 
2023 07 13 16 20 198  5.0  6.3 99.00 99.00 99.00 999 1015.1  26.9  26.5  26.0 99.0 99.00 
2023 07 13 16 30 192  4.9  6.0 99.00 99.00 99.00 999 1015.1  26.9  26.5  26.0 99.0 99.00 
2023 07 13 16 40 191  4.6  5.5  0.76  4.17  4.25 217 1015.1  26.9  26.6  26.0 99.0 99.00 
2023 07 13 16 50 193  4.6  6.0 99.00 99.00 99.00 999 1014.9  27.0  26.6  26.0 99.0 99.00 
2023 07 13 17 00 193  4.7  5.8 99.00 99.00 99.00 999 1014.9  27.0  26.6  26.0 99.0 99.00 
2023 07 13 17 10 189  4.8  6.0  0.77  4.35  4.21 205 1014.8  27.0  26.6  26.0 99.0 99.00 
2023 07 13 17 20 183  5.1  6.3 99.00 99.00 99.00 999 1014.7  27.1  26.7  26.1 99.0 99.00 
2023 07 13 17 30 185  5.0  5.9 99.00 99.00 99.00 999 1014.7  27.1  26.7  26.0 99.0 99.00 
2023 07 13 17 40 186  5.4  6.5  0.74  4.17  4.25 199 1014.6  27.2  26.7  26.1 99.0 99.00 
2023 07 13 17 50 184  4.9  6.0 99.00 99.00 99.00 999 1014.6  27.2  26.7  26.2 99.0 99.00 
2023 07 13 18 00 181  5.1  6.2 99.00 99.00 99.00 999 1014.5  27.1  26.8  26.4 99.0 99.00 
2023 07 13 18 10 187  5.3  6.3  0.72 10.00  4.27 125 1014.5  27.2  26.8  26.5 99.0 99.00 
2023 07 13 18 20 189  5.3  7.0 99.00 99.00 99.00 999 1014.3  27.2  26.8  26.4 99.0 99.00 
2023 07 13 18 30 195  5.9  7.2 99.00 99.00 99.00 999 1014.3  27.4  26.8  26.3 99.0 99.00 
2023 07 13 18 40 198  6.1  8.1  0.74  4.17  4.11 195 1014.3  27.5  26.9  26.3 99.0 99.00 
2023 07 13 18 50 199  6.5  8.0 99.00 99.00 99.00 999 1014.1  27.5  26.9  26.2 99.0 99.00 
2023 07 13 19 00 197  6.7  8.3 99.00 99.00 99.00 999 1014.0  27.5  26.9  26.1 99.0 99.00 
2023 07 13 19 10 197  7.1  8.7  0.76  4.17  3.84 196 1013.9  27.6  26.8  26.1 99.0 99.00 
2023 07 13 19 20 194  6.8  8.4 99.00 99.00 99.00 999 1013.9  27.6  26.8  26.1 99.0 99.00 
2023 07 13 19 30 194  7.1  8.4 99.00 99.00 99.00 999 1013.8  27.6  26.8  26.1 99.0 99.00 
2023 07 13 19 40 195  7.1  8.5  0.81  4.00  3.83 206 1013.8  27.6  26.8  26.2 99.0 99.00 
2023 07 13 19 50 194  7.1  8.5 99.00 99.00 99.00 999 1013.7  27.6  26.8  26.3 99.0 99.00 
2023 07 13 20 00 197  7.3  8.5 99.00 99.00 99.00 999 1013.5  27.6  26.8  26.2 99.0 99.00 
2023 07 13 20 10 195  7.7  9.2  0.80  4.17  3.83 203 1013.5  27.6  26.8  26.1 99.0 99.00 
2023 07 13 20 20 194  7.4  8.8 99.00 99.00 99.00 999 1013.5  27.6  26.8  26.1 99.0 99.00 
2023 07 13 20 30 195  7.4  9.4 99.00 99.00 99.00 999 1013.5  27.7  26.8  26.1 99.0 99.00 
2023 07 13 20 40 194  7.8  9.7  0.92  4.35  3.79 200 1013.4  27.7  26.8  25.9 99.0 99.00 
2023 07 13 20 50 193  7.7  9.2 99.00 99.00 99.00 999 1013.1  27.7  26.8  26.0 99.0 99.00 
2023 07 13 21 00 192  7.4  9.0 99.00 99.00 99.00 999 1013.1  27.7  26.8  26.0 99.0 99.00 
2023 07 13 21 10 192  7.8 10.3  0.97  4.35  3.85 202 1013.1  27.7  26.7  25.8 99.0 99.00 
2023 07 13 21 20 194  7.8  9.5 99.00 99.00 99.00 999 1013.1  27.7  26.7  25.6 99.0 99.00 
2023 07 13 21 30 192  7.6  9.2 99.00 99.00 99.00 999 1013.1  27.7  26.7  25.9 99.0 99.00 
2023 07 13 21 40 191  7.8  9.5  1.03  4.76  3.83 199 1013.1  27.6  26.7  26.0 99.0 99.00 
2023 07 13 21 50 193  7.8  9.4 99.00 99.00 99.00 999 1013.2  27.6  26.7  26.1 99.0 99.00 
2023 07 13 22 00 192  8.2 10.1 99.00 99.00 99.00 999 1013.1  27.5  26.6  26.1 99.0 99.00 
2023 07 13 22 10 191  8.2 10.0  1.09  4.76  3.92 197 1013.0  27.5  26.6  26.3 99.0 99.00 
2023 07 13 22 20 191  8.3 10.1 99.00 99.00 99.00 999 1013.0  27.5  26.6  26.3 99.0 99.00 
2023 07 13 22 30 193  8.4 10.3 99.00 99.00 99.00 999 1013.0  27.4  26.7  26.2 99.0 99.00 
2023 07 13 22 40 192  8.5 10.9  1.16  4.76  4.01 197 1013.1  27.4  26.6  26.2 99.0 99.00 
2023 07 13 22 50 192  8.6 10.2 99.00 99.00 99.00 999 1013.1  27.4  26.6  26.2 99.0 99.00 
2023 07 13 23 00 192  8.6 11.0 99.00 99.00 99.00 999 1013.2  27.4  26.6  26.3 99.0 99.00 
2023 07 13 23 10 194  8.6 10.4  1.21  5.00  4.14 195 1013.2  27.3  26.6  26.2 99.0 99.00 
2023 07 13 23 20 194  8.6 11.1 99.00 99.00 99.00 999 1013.3  27.3  26.6  26.2 99.0 99.00 
2023 07 13 23 30 194  8.7 10.7 99.00 99.00 99.00 999 1013.2  27.3  26.5  26.2 99.0 99.00 
2023 07 13 23 40 196  8.9 10.7  1.27  4.55  4.18 202 1013.3  27.3  26.5  26.1 99.0 99.00 
2023 07 13 23 50 196  8.5 10.5 99.00 99.00 99.00 999 1013.4  27.3  26.5  26.1 99.0 99.00 
2023 07 14 00 00 197  8.6 10.6 99.00 99.00 99.00 999 1013.3  27.3  26.5  26.1 99.0 99.00 
2023 07 14 00 10 197  8.4 10.1  1.29  4.76  4.07 191 1013.4  27.2  26.4  26.1 99.0 99.00 
2023 07 14 00 20 197  8.4 10.5 99.00 99.00 99.00 999 1013.4  27.2  26.4  26.2 99.0 99.00 
2023 07 14 00 30 197  8.4 10.5 99.00 99.00 99.00 999 1013.4  27.2  26.4  26.1 99.0 99.00 
2023 07 14 00 40 195  8.4 10.0  1.21  4.76  4.09 200 1013.4  27.2  26.4  26.1 99.0 99.00 
2023 07 14 00 50 197  8.5 11.3 99.00 99.00 99.00 999 1013.6  27.2  26.4  26.1 99.0 99.00 
2023 07 14 01 00 198  8.5 10.6 99.00 99.00 99.00 999 1013.7  27.2  26.4  26.1 99.0 99.00 
2023 07 14 01 10 199  8.2 10.2  1.33  5.00  4.25 187 1013.9  27.1  26.4  26.0 99.0 99.00 
2023 07 14 01 20 200  8.3 10.1 99.00 99.00 99.00 999 1014.1  27.1  26.4  25.9 99.0 99.00 
2023 07 14 01 30 199  8.4 10.5 99.00 99.00 99.00 999 1014.0  27.1  26.4  26.0 99.0 99.00 
2023 07 14 01 40 199  8.4 10.6  1.36  5.00  4.28 193 1014.1  27.0  26.3  25.9 99.0 99.00 
2023 07 14 01 50 200  8.3 10.0 99.00 99.00 99.00 999 1014.3  27.0  26.2  25.8 99.0 99.00 
2023 07 14 02 00 200  8.3 10.8 99.00 99.00 99.00 999 1014.3  27.0  26.1  25.8 99.0 99.00 
2023 07 14 02 10 199  8.5 10.5  1.41  5.26  4.14 187 1014.3  27.0  26.0  25.7 99.0 99.00 
2023 07 14 02 20 199  8.3 10.1 99.00 99.00 99.00 999 1014.4  27.0  25.9  25.8 99.0 99.00 
2023 07 14 02 30 202  8.5 10.4 99.00 99.00 99.00 999 1014.5  27.0  25.8  25.7 99.0 99.00 
2023 07 14 02 40 203  8.4 10.4  1.39  5.00  4.37 195 1014.6  27.0  25.7  25.6 99.0 99.00 
2023 07 14 02 50 203  8.3 10.1 99.00 99.00 99.00 999 1014.5  27.0  25.7  25.6 99.0 99.00 
2023 07 14 03 00 202  8.3 10.4 99.00 99.00 99.00 999 1014.6  27.0  25.7  25.5 99.0 99.00 
2023 07 14 03 10 203  8.0  9.5  1.30  5.26  4.33 187 1014.7  26.9  25.7  25.4 99.0 99.00 
2023 07 14 03 20 206  7.9  9.8 99.00 99.00 99.00 999 1014.9  27.0  25.6  25.4 99.0 99.00 
2023 07 14 03 30 209  7.5  9.7 99.00 99.00 99.00 999 1014.9  26.9  25.6  25.5 99.0 99.00 
2023 07 14 03 40 207  7.5  8.7  1.31  5.56  4.32 183 1014.8  26.9  25.6  25.6 99.0 99.00 
2023 07 14 03 50 205  7.8  9.7 99.00 99.00 99.00 999 1014.7  26.8  25.5  25.5 99.0 99.00 
2023 07 14 04 00 206  7.7  9.5 99.00 99.00 99.00 999 1014.7  26.8  25.5  25.5 99.0 99.00 
2023 07 14 04 10 205  7.5  9.1  1.24  5.00  4.34 192 1014.7  26.7  25.4  25.5 99.0 99.00 
2023 07 14 04 20 207  7.4  9.5 99.00 99.00 99.00 999 1014.7  26.7  25.3  25.6 99.0 99.00 
2023 07 14 04 30 207  7.5  9.5 99.00 99.00 99.00 999 1014.6  26.7  25.3  25.5 99.0 99.00 
2023 07 14 04 40 204  7.5  8.9  1.24  5.26  4.36 180 1014.6  26.7  25.3  25.5 99.0 99.00 
2023 07 14 04 50 205  7.5  9.0 99.00 99.00 99.00 999 1014.6  26.7  25.2  25.5 99.0 99.00 
2023 07 14 05 00 206  7.5  9.1 99.00 99.00 99.00 999 1014.7  26.7  25.2  25.6 99.0 99.00 
2023 07 14 05 10 205  7.5  9.1  1.18  5.26  4.26 181 1014.7  26.7  25.2  25.5 99.0 99.00 
2023 07 14 05 20 205  7.3  8.8 99.00 99.00 99.00 999 1014.6  26.6  25.2  25.6 99.0 99.00 
2023 07 14 05 30 205  7.2  9.3 99.00 99.00 99.00 999 1014.6  26.6  25.2  25.6 99.0 99.00 
2023 07 14 05 40 206  6.8  8.1  1.21  5.00  4.46 191 1014.5  26.5  25.2  25.5 99.0 99.00 
2023 07 14 05 50 208  6.9  8.6 99.00 99.00 99.00 999 1014.6  26.5  25.2  25.5 99.0 99.00 
2023 07 14 06 00 210  7.0  8.5 99.00 99.00 99.00 999 1014.4  26.6  25.2  25.6 99.0 99.00 
2023 07 14 06 10 209  7.5  9.5  1.11  4.76  4.30 188 1014.3  26.6  25.1  25.5 99.0 99.00 
2023 07 14 06 20 209  7.4  9.4 99.00 99.00 99.00 999 1014.2  26.6  25.1  25.5 99.0 99.00 
2023 07 14 06 30 208  7.1  8.8 99.00 99.00 99.00 999 1014.2  26.6  25.1  25.5 99.0 99.00 
